ENSG	rep_01|CDS	rep_01|5utr	rep_01|3utr	rep_01|5utr|3utr	rep_01|intron	rep_01|intergenic	rep_01|noncoding_exon	rep_01|noncoding_intron
ENSG00000111775.2	-2.1831|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000214402.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167881.10	-0.4913|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8097|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000137760.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.2762|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000169957.8	0.4722|0.89746	3.3612|10.64396	0.7711|0.96972	NaN|0.00000	3.8029|32.76802	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000232907.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.02129	0.6400|14.25502
ENSG00000248787.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000168894.5	-0.0576|0.00000	NaN|0.00000	NaN|0.20204	NaN|0.00000	NaN|0.20841	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135709.8	NaN|0.00000	NaN|0.00000	0.9043|0.70211	NaN|0.00000	0.4521|0.95234	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000237296.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.0196|0.00000	-1.7377|0.00000
ENSG00000244306.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.1287|0.00000	-0.3836|0.00000
ENSG00000272679.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.2473|0.00000	1.7330|400.00000
ENSG00000260804.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233991.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000106443.10	-1.3124|0.00000	0.7429|0.59934	NaN|0.00000	NaN|0.00000	-1.5206|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197372.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.5271|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000265334.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.7136|0.00000
ENSG00000263904.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128191.9	2.7030|25.81161	3.6242|13.29590	-0.2986|0.00000	NaN|0.00000	2.2851|84.94154	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000181555.15	-1.9557|0.00000	NaN|0.33754	NaN|0.00000	NaN|0.00000	-1.3312|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000237788.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.1831|0.00000	NaN|0.00000
ENSG00000242536.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000271774.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.3224|0.00000
ENSG00000214940.4	NaN|0.00000	1.0970|1.67770	NaN|0.00000	NaN|0.00000	2.7157|22.49225	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000051382.4	NaN|0.00000	1.0095|0.76533	NaN|0.00000	NaN|0.00000	-1.5067|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000253893.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8112|0.00000
ENSG00000270098.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000239216.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000137312.10	0.1954|0.27521	2.0970|6.91147	1.7100|2.25787	NaN|0.00000	-0.6546|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259512.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000115091.7	-1.2706|0.00000	-0.3087|0.00000	-1.5755|0.00000	NaN|0.00000	-0.8480|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000139579.8	NaN|0.00000	NaN|0.49750	NaN|0.00000	NaN|0.00000	NaN|0.11987	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000105677.7	NaN|0.11987	NaN|0.00000	NaN|0.00000	NaN|0.00000	3.2092|3.16630	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000268975.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.0569|25.83514
ENSG00000155085.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.2986|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000237886.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.33754	NaN|0.88773
ENSG00000257860.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228983.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172071.7	-0.5457|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.2120|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000176148.11	-1.5051|0.00000	NaN|0.45151	NaN|0.00000	NaN|0.00000	-1.1666|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000238164.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.1861|6.61037	2.4018|2.98306
ENSG00000215529.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.3529|9.81662	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198929.8	-0.2827|0.00000	-0.5817|0.00000	0.7100|1.05654	NaN|0.00000	-0.2158|0.00000	NaN|0.00000	NaN|0.00000	0.1093|0.18975
ENSG00000129810.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000258946.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000047346.8	-2.5051|0.00000	0.8873|2.17531	NaN|0.00000	NaN|0.00000	-1.6398|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188501.7	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000131435.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5051|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128185.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.0095|1.42654	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000268650.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.20204
ENSG00000179021.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000173950.11	-1.4632|0.00000	NaN|0.33754	NaN|0.00000	NaN|0.00000	0.5971|15.96385	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000246792.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260803.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.20204	NaN|0.49750
ENSG00000204427.7	-0.2571|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.0620|0.05137	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000263975.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000187741.10	0.3557|1.23748	NaN|0.00000	0.7644|0.85004	NaN|0.00000	0.0231|0.07273	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200278.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000178096.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167359.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000148408.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.1831|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000166689.10	0.0013|0.03568	NaN|0.00000	-0.4880|0.00000	NaN|0.00000	0.3437|7.91557	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138686.5	NaN|0.20204	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.7067|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172613.3	0.8169|0.58094	NaN|1.62023	NaN|0.33754	NaN|0.00000	1.9544|6.23073	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233128.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233476.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260865.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000203497.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	3.8169|6.55430	4.7633|32.59631
ENSG00000234907.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259205.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.33754	NaN|0.00000
ENSG00000270113.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000189430.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000196243.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197779.9	NaN|0.00000	NaN|0.00000	NaN|0.09383	NaN|0.00000	-0.7835|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244067.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.20204	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000232498.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5311|0.00000
ENSG00000264546.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225334.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000176973.7	1.3314|1.32558	3.6748|11.38751	1.4018|2.04129	NaN|0.00000	4.1023|8.36430	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000240521.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000165388.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000099991.12	-0.4993|0.00000	0.8810|0.89103	-0.6856|0.00000	NaN|0.00000	1.2829|400.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000115414.14	-1.8565|0.00000	-1.2766|0.00000	-0.4213|0.00000	NaN|0.00000	-0.3911|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000272689.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000264978.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000146013.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177853.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.7320|0.00000	-1.3252|0.00000
ENSG00000234592.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.20204	NaN|0.00000
ENSG00000229628.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128274.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.2827|0.00000
ENSG00000135686.8	-0.8993|0.00000	NaN|0.01169	NaN|0.20204	NaN|0.00000	0.0870|0.05288	NaN|0.00000	0.3194|0.44130	NaN|0.00000
ENSG00000126524.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135315.7	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.2338|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000169213.6	NaN|0.00000	NaN|0.00000	-1.5051|0.00000	NaN|0.00000	-0.2724|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233871.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000144867.7	-1.0762|0.00000	NaN|0.00000	-0.3600|0.00000	NaN|0.00000	-0.9352|0.00000	NaN|0.00000	NaN|0.00000	0.1954|0.12026
ENSG00000053770.7	-3.5051|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.6526|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128805.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
